Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Changan,Qiyuan Q05,30500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
DongFeng,YiPay 007,44900,AZN,2025,1.5 L,218,Hibrid,0 km,Bənövşəyi,Liftbek,2025,Avtomat,Arxa,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Camry,34200,USD,2025,2.0 L,197,Hibrid,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Elantra,30900,AZN,2025,1.5 L,115,Benzin,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530e,46200,USD,2022,2.0 L,292,Plug-in Hibrid,54 500 km,Qara,Sedan,2022,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Changan,Qiyuan A05,25800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Changan,Qiyuan Q07,42000,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Grandeur,48900,AZN,2020,2.5 L,198,Benzin,64 500 km,Boz,Sedan,2020,Avtomat,Ön,Xeyr,6,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Volkswagen,ID.6 X,42500,AZN,2022,204 a.g. / Elektro,204 a.g. / Elektro,204 a.g. / Elektro,15 700 km,Ağ,"Offroader / SUV, 5 qapı",2022,Reduktor,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mitsubishi,Airtrek,3900,AZN,2004,2.4 L,160,Benzin,252 000 km,Göy,"Offroader / SUV, 5 qapı",2004,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Ford,Fusion (North America),15500,AZN,2014,1.5 L,181,Benzin,197 942 km,Gümüşü,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
BMW,X5,22500,USD,2011,3.0 L,306,Dizel,249 000 km,Ağ,"Offroader / SUV, 5 qapı",2011,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
LADA,(VAZ) Priora,8700,AZN,2014,1.6 L,106,Benzin,243 580 km,Ağ,"Hetçbek, 5 qapı",2014,Mexaniki,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Sumqayıt
Mercedes,Sprinter 315,25500,AZN,2007,2.2 L,150,Dizel,250 000 km,Ağ,Furqon,2007,Mexaniki,Arxa,Xeyr,3,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Sorento,25200,AZN,2010,2.0 L,184,Dizel,256 000 km,Ağ,"Offroader / SUV, 5 qapı",2010,Avtomat,Ön,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Hyundai,i30,17800,AZN,2014,1.6 L,128,Dizel,206 000 km,Gümüşü,"Hetçbek, 5 qapı",2014,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Land,Rover Range Rover,34900,USD,2016,3.0 L,248,Dizel,180 750 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Chevrolet,Cruze,14800,AZN,2014,1.4 L,140,Benzin,189 000 km,Gümüşü,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q07,42700,AZN,2025,1.5 L,224,Plug-in Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser Prado,44700,AZN,2013,2.7 L,163,Benzin,53 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Dubay,Gəncə
Mercedes,E 270,15700,AZN,2002,2.7 L,170,Dizel,290 000 km,Gümüşü,Sedan,2002,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Corolla Cross,33180,AZN,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,Sprinter 318,33000,AZN,2001,2.7 L,176,Dizel,458 695 km,Ağ,Mikroavtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Chevrolet,Equinox,23900,AZN,2020,1.5 L,170,Benzin,191 512 km,Ağ,"Offroader / SUV, 5 qapı",2020,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,29300,AZN,2015,2.0 L,240,Benzin,187 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Kia,K5,23800,AZN,2015,1.6 L,180,Benzin,162 000 km,Ağ,Sedan,2015,Robot,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,Sorento,33800,AZN,2015,2.0 L,184,Dizel,170 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Ford,Transit,14700,AZN,1998,2.5 L,76,Dizel,465 321 km,Ağ,Furqon,1998,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Toyota,Land Cruiser Prado,124000,AZN,2024,2.4 L,277,Benzin,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Avtomat,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Avropa,Gəncə
Hyundai,Tucson,26200,AZN,2015,2.0 L,184,Dizel,114 000 km,Boz,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Mercedes,C 300,39000,AZN,2017,2.0 L,245,Benzin,116 060 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Optima,25000,AZN,2016,2.0 L,245,Benzin,118 500 km,Ağ,Sedan,2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,H-1,10500,AZN,2005,2.5 L,140,Dizel,352 123 km,Gümüşü,Minivan,2005,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 240,13500,AZN,2001,2.6 L,170,Benzin,350 000 km,Gümüşü,Sedan,2001,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Land Cruiser Prado,31000,AZN,2008,2.7 L,163,Benzin,138 000 km,Ağ,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lynk,& Co 03,45900,AZN,2024,2.0 L,218,Benzin,0 km,Qara,Sedan,2024,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,Cerato,12800,AZN,2008,1.6 L,115,Dizel,245 145 km,Gümüşü,Sedan,2008,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Xırdalan
Lexus,LX 600,134999,USD,2023,3.4 L,400,Benzin,53 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Corolla Cross,33800,AZN,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Land Cruiser,16000,AZN,2005,4.5 L,224,Benzin,422 000 km,Qara,"Offroader / SUV, 5 qapı",2005,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Rəsmi diler,Bakı
Infiniti,Q50,26499,AZN,2017,2.0 L,211,Benzin,81 000 km,Yaş Asfalt,Sedan,2017,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,E 230,7600,AZN,1996,2.3 L,150,Benzin,390 000 km,Göy,Sedan,1996,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Camry,41000,USD,2023,2.5 L,218,Hibrid,5 005 km,Ağ,Sedan,2023,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,330,51800,AZN,2022,2.0 L,258,Benzin,59 000 km,Qara,Sedan,2022,Avtomat,Arxa,Xeyr,5,2,"Vuruğu var, rənglənməyib",Amerika,Bakı
Mercedes,E 270,13800,AZN,2000,2.7 L,170,Dizel,260 000 km,Gümüşü,Sedan,2000,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 300,36500,USD,2019,2.0 L,245,Benzin,93 000 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Tucson,26200,AZN,2015,2.0 L,184,Dizel,114 000 km,Boz,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Mercedes,C 300,39000,AZN,2017,2.0 L,245,Benzin,116 060 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Optima,25000,AZN,2016,2.0 L,245,Benzin,118 500 km,Ağ,Sedan,2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,H-1,10500,AZN,2005,2.5 L,140,Dizel,352 123 km,Gümüşü,Minivan,2005,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 240,13500,AZN,2001,2.6 L,170,Benzin,350 000 km,Gümüşü,Sedan,2001,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Land Cruiser Prado,31000,AZN,2008,2.7 L,163,Benzin,138 000 km,Ağ,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Nissan,Sentra,15800,AZN,2015,1.8 L,130,Benzin,94 683 km,Qara,Sedan,2015,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,RAV4,64700,AZN,2025,2.5 L,218,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Gəncə
Kia,Sorento,82900,AZN,2024,2.2 L,200,Dizel,0 km,Qəhvəyi,"Offroader / SUV, 5 qapı",2024,Robot,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Highlander,95900,AZN,2024,2.5 L,260,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Variator,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Gəncə
Changan,Alsvin,9200,AZN,2018,1.4 L,99,Benzin,236 000 km,Ağ,Sedan,2018,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Avante,21700,AZN,2018,1.6 L,136,Dizel,129 100 km,Ağ,Sedan,2018,Robot,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,Sportage,45700,AZN,2024,2.0 L,156,Benzin,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,C 220 d,11000,AZN,1999,2.2 L,125,Dizel,350 000 km,Göy,Sedan,1999,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Santa Fe,32500,AZN,2015,2.0 L,184,Dizel,192 900 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Lexus,ES 300h,53800,USD,2025,2.5 L,215,Hibrid,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BMW,528,30000,AZN,2015,2.0 L,245,Benzin,165 000 km,Qara,Sedan,2015,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Elantra,23800,AZN,2018,2.0 L,150,Benzin,70 260 km,Ağ,Sedan,2018,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,B 180,14900,AZN,2009,1.7 L,116,Benzin,108 500 km,Qara,"Hetçbek, 5 qapı",2009,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Şəki
Toyota,RAV4,47500,AZN,2023,2.0 L,149,Benzin,38 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Accent,20700,AZN,2019,1.6 L,140,Benzin,87 970 km,Qırmızı,Sedan,2019,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Land,Rover Discovery,18500,AZN,2005,4.4 L,299,Benzin,419 000 km,Qara,"Offroader / SUV, 5 qapı",2005,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Elantra,16900,AZN,2010,1.6 L,122,Benzin,166 750 km,Ağ,Sedan,2010,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,K8,47999,USD,2024,1.6 L,245,Hibrid,0 km,Ağ,Sedan,2024,Avtomat,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
BMW,X5,27500,USD,2017,2.0 L,313,Plug-in Hibrid,242 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Lexus,LX 570,39900,USD,2014,5.7 L,383,Benzin,87 000 km,Ağ,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mazda,EZ-6,24400,USD,2024,258 a.g. / Elektro,258 a.g. / Elektro,258 a.g. / Elektro,0 km,Ağ,Liftbek,2024,Reduktor,Arxa,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Avatr,07,46900,USD,2025,1.5 L,521,Hibrid,0 km,Yaşıl,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Nissan,Altima,18800,AZN,2014,2.5 L,182,Benzin,265 000 km,Yaş Asfalt,Sedan,2014,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Dubay,Bakı
Mazda,CX-9,25900,AZN,2014,3.7 L,277,Benzin,139 000 km,Qara,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Corolla,40000,AZN,2024,1.8 L,136,Hibrid,6 000 km,Ağ,Sedan,2024,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Elantra,20500,AZN,2015,1.8 L,150,Benzin,84 300 km,Tünd qırmızı,Sedan,2015,Avtomat,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Chevrolet,Orlando,13900,AZN,2012,1.8 L,141,Benzin,258 000 km,Boz,Kompakt-Van,2012,Mexaniki,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Astara
BMW,320,27800,AZN,2016,2.0 L,190,Dizel,229 000 km,Ağ,Sedan,2016,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Toyota,Camry,23500,USD,2018,2.5 L,181,Benzin,120 000 km,Gümüşü,Sedan,2018,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Gəncə
Ford,Transit,35000,AZN,2011,2.4 L,140,Dizel,105 000 km,Ağ,Yük maşını,2011,Mexaniki,Arxa,Xeyr,3,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Santa Fe,32500,AZN,2015,2.0 L,184,Dizel,192 900 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2015,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Lexus,ES 300h,53800,USD,2025,2.5 L,215,Hibrid,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BMW,528,30000,AZN,2015,2.0 L,245,Benzin,165 000 km,Qara,Sedan,2015,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Elantra,23800,AZN,2018,2.0 L,150,Benzin,70 260 km,Ağ,Sedan,2018,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,B 180,14900,AZN,2009,1.7 L,116,Benzin,108 500 km,Qara,"Hetçbek, 5 qapı",2009,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Şəki
Toyota,RAV4,47500,AZN,2023,2.0 L,149,Benzin,38 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Accent,20700,AZN,2019,1.6 L,140,Benzin,87 970 km,Qırmızı,Sedan,2019,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Land,Rover Discovery,18500,AZN,2005,4.4 L,299,Benzin,419 000 km,Qara,"Offroader / SUV, 5 qapı",2005,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Elantra,16900,AZN,2010,1.6 L,122,Benzin,166 750 km,Ağ,Sedan,2010,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,K8,47999,USD,2024,1.6 L,245,Hibrid,0 km,Ağ,Sedan,2024,Avtomat,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,Rio,10500,AZN,2007,1.5 L,110,Dizel,413 601 km,Gümüşü,"Hetçbek, 5 qapı",2007,Mexaniki,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,EV9,119000,AZN,2024,380 a.g. / Elektro,380 a.g. / Elektro,380 a.g. / Elektro,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Reduktor,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan A05,23333,AZN,2024,1.5 L,190,Plug-in Hibrid,7 000 km,Ağ,Sedan,2024,Variator,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BYD,Yuan Up,33000,AZN,2024,177 a.g. / Elektro,177 a.g. / Elektro,177 a.g. / Elektro,0 km,Ağ,"Offroader / SUV, 5 qapı",2024,Reduktor,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Ford,Fusion (North America),16800,AZN,2014,1.5 L,181,Benzin,282 505 km,Göy,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Land Cruiser Prado,36000,USD,2016,3.0 L,190,Dizel,184 000 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Renault,Megane,7900,AZN,2005,1.5 L,80,Dizel,271 000 km,Qara,"Universal, 5 qapı",2005,Mexaniki,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Iran,Khodro Samand,7500,AZN,2015,1.6 L,110,Benzin,340 000 km,Göy,Sedan,2015,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Bakı
Changan,Qiyuan Q05,31500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Prius,12000,AZN,2006,1.5 L,76,Hibrid,278 000 km,Açıq yaşıl,Liftbek,2006,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Prius,16200,AZN,2014,1.8 L,99,Hibrid,205 000 km,Yaş Asfalt,Liftbek,2014,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Santa Fe,21700,AZN,2008,2.2 L,197,Dizel,245 000 km,Qara,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,G 63 AMG,205700,USD,2019,4.0 L,585,Benzin,6 181 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Nissan,X-Trail,21500,AZN,2013,2.5 L,170,Benzin,233 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Elantra,33700,AZN,2025,1.5 L,115,Benzin,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Land,Rover Discovery Sport,24500,AZN,2015,2.0 L,245,Benzin,105 000 km,Boz,"Offroader / SUV, 5 qapı",2015,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Corolla Cross,33990,AZN,2025,2.0 L,196,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Nissan,Note,15200,AZN,2016,1.2 L,98,Benzin,96 000 km,Qızılı,"Hetçbek, 5 qapı",2016,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Land,Rover Discovery Sport,34500,AZN,2018,2.0 L,240,Benzin,80 000 km,Açıq yaşıl,"Offroader / SUV, 5 qapı",2018,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Elantra,32300,AZN,2023,1.6 L,141,Hibrid,15 289 km,Qara,Sedan,2023,Robot,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,E 220 d,21700,USD,2018,2.0 L,194,Dizel,244 000 km,Qara,"Universal, 5 qapı",2018,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
LADA,(VAZ) 2112,7200,AZN,2007,1.6 L,90,Benzin,176 000 km,Gümüşü,"Hetçbek, 5 qapı",2007,Mexaniki,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənib",,Bakı
BMW,528,30800,AZN,2016,2.0 L,245,Benzin,144 000 km,Ağ,Sedan,2016,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Land,Rover Range Rover,187500,USD,2022,3.0 L,350,Dizel,37 000 km,Qara,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Chevrolet,Cruze,15500,AZN,2016,1.4 L,153,Benzin,253 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Toyota,Frontlander,38200,AZN,2025,2.0 L,196,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BYD,Yuan Up,33000,AZN,2024,177 a.g. / Elektro,177 a.g. / Elektro,177 a.g. / Elektro,0 km,Ağ,"Offroader / SUV, 5 qapı",2024,Reduktor,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Ford,Fusion (North America),16800,AZN,2014,1.5 L,181,Benzin,282 505 km,Göy,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Land Cruiser Prado,36000,USD,2016,3.0 L,190,Dizel,184 000 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Renault,Megane,7900,AZN,2005,1.5 L,80,Dizel,271 000 km,Qara,"Universal, 5 qapı",2005,Mexaniki,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Iran,Khodro Samand,7500,AZN,2015,1.6 L,110,Benzin,340 000 km,Göy,Sedan,2015,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Bakı
Changan,Qiyuan Q05,31500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Prius,12000,AZN,2006,1.5 L,76,Hibrid,278 000 km,Açıq yaşıl,Liftbek,2006,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Prius,16200,AZN,2014,1.8 L,99,Hibrid,205 000 km,Yaş Asfalt,Liftbek,2014,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
